country,year,emp_to_pop,fertility_rate,flfpr,gdp_capita_const,gini_index,net_migration,total_population
AUS,1960,,3.453,,19905.3134669222,,85707.0,10276477.0
AUS,1961,,3.54,,19997.5450015954,,64495.0,10483000.0
AUS,1962,,3.442,,19767.9570765171,,58315.0,10742000.0
AUS,1963,,3.332,,20597.9260588196,,73237.0,10950000.0
AUS,1964,,3.146,,21607.4922239031,,91588.0,11167000.0
AUS,1965,,2.977,,22455.2509839049,,118891.0,11388000.0
AUS,1966,,2.881,,22470.5176072033,,110864.0,11651000.0
AUS,1967,,2.848,,23587.6281171848,,80904.0,11799000.0
AUS,1968,,2.888,,24355.6282531611,,100963.0,12009000.0
AUS,1969,,2.886,,25531.5365288498,,108770.0,12263000.0
AUS,1970,,2.859,,26829.7630995603,,256295.0,12507000.0
AUS,1971,,2.961,,26975.665521972,,223991.0,12937000.0
AUS,1972,,2.744,,27520.0005055853,,54895.0,13177000.0
AUS,1973,,2.491,,27812.4455074509,,62928.0,13380000.0
AUS,1974,,2.397,,28231.0239084901,,56167.0,13723000.0
AUS,1975,,2.148,,28258.0654813537,,25336.0,13893000.0
AUS,1976,,2.06,,28700.2946314702,,32792.0,14033000.0
AUS,1977,,2.007,,29399.0024788699,,44946.0,14192000.0
AUS,1978,,1.949,,29318.7463550853,,45832.0,14358000.0
AUS,1979,,1.907,,30178.3894488631,,52137.0,14514000.0
AUS,1980,,1.891,,30717.7780327511,,89189.0,14692000.0
AUS,1981,,1.935,,31251.8203349363,31.3,121921.0,14923260.0
AUS,1982,,1.929,,31736.0447520616,,111722.0,15184247.0
AUS,1983,,1.924,,30608.3684024318,,73251.0,15393472.0
AUS,1984,,1.84,,31632.3892749783,,79617.0,15579391.0
AUS,1985,,1.923,,32861.4162378766,32.5,98327.0,15788312.0
AUS,1986,,1.868,,33674.1705521479,,113061.0,16018350.0
AUS,1987,,1.845,,34014.7354121968,,136421.0,16263874.0
AUS,1988,,1.831,,35389.4553320904,,153330.0,16532164.0
AUS,1989,,1.838,,36143.1477787181,33.2,144042.0,16814416.0
AUS,1990,,1.902,52.307,36886.1444273767,,100093.0,17065128.0
AUS,1991,57.218,1.849,52.038,36279.7540525751,,68847.0,17284036.0
AUS,1992,56.24,1.888,51.996,36029.4845675544,,40767.0,17478635.0
AUS,1993,55.787,1.859,51.77,37155.5123959647,,23833.0,17634808.0
AUS,1994,56.943,1.842,52.67,38264.146671105,,51941.0,17805468.0
AUS,1995,58.283,1.822,53.675,39310.7982327944,32.6,80456.0,18004882.0
AUS,1996,58.233,1.796,53.859,40337.1060519133,,82965.0,18224767.0
AUS,1997,57.967,1.778,53.66,41464.4982180697,,67661.0,18423037.0
AUS,1998,58.281,1.762,53.721,42967.6616681962,,81310.0,18607584.0
AUS,1999,58.582,1.755,53.727,44636.9418129494,,92900.0,18812264.0
AUS,2000,59.303,1.756,54.618,45859.5162097045,,111186.0,19028802.0
AUS,2001,59.164,1.739,55.158,46191.3142366289,33.5,117552.0,19274701.0
AUS,2002,59.459,1.756,55.355,47486.2783216389,,108852.0,19495210.0
AUS,2003,59.935,1.748,56.013,48394.1269478095,33.5,104437.0,19720737.0
AUS,2004,60.144,1.768,55.774,49902.0187022536,33.1,110072.0,19932722.0
AUS,2005,61.26,1.807,57.048,50853.1976727529,,131371.0,20176844.0
AUS,2006,61.747,1.908,57.582,51553.9685966991,,191985.0,20450966.0
AUS,2007,62.415,1.959,58.135,52531.7611201084,,249873.0,20827622.0
AUS,2008,62.783,1.984,58.603,53336.1012157008,35.4,275773.0,21249199.0
AUS,2009,61.856,1.971,58.792,53237.0077642312,,235628.0,21691653.0
AUS,2010,62.066,1.928,58.676,53578.8125049759,34.7,166752.0,22031750.0
AUS,2011,62.184,1.926,58.931,54111.357240336,,197657.0,22340024.0
AUS,2012,61.836,1.92,58.833,55257.5739287362,,235776.0,22733465.0
AUS,2013,61.343,1.855,58.739,55728.0174035719,,215823.0,23128129.0
AUS,2014,60.849,1.826,58.704,56327.8533063277,34.4,200177.0,23475686.0
AUS,2015,61.135,1.814,59.151,56739.0265346593,,212350.0,23815995.0
AUS,2016,61.242,1.752,59.381,57401.0662268939,33.7,254648.0,24190907.0
AUS,2017,61.599,1.741,59.877,57750.6482221688,,255023.0,24592588.0
AUS,2018,62.232,1.74,60.523,58530.7821697117,34.3,226412.0,24963258.0
AUS,2019,62.607,1.657,60.959,58924.733646242,,207142.0,25334826.0
AUS,2020,60.901,1.581,60.205,58132.798523626,33.8,44447.0,25649248.0
AUS,2021,62.591,1.7,61.273,59276.503107197,,116768.0,25685412.0
AUS,2022,64.216,1.63,62.314,61009.8077147403,,140972.0,26014399.0
AUS,2023,64.334,1.5,62.374,61598.1776089916,,140232.0,26652777.0
AUS,2024,63.999,,62.356,61211.8967637303,,138510.0,27204809.0
BRA,1960,,6.051,,2603.51901042994,,4066.0,72388126.0
BRA,1961,,6.022,,2743.38888844205,,75.0,74605447.0
BRA,1962,,5.984,,2838.47229916639,,-7171.0,76865323.0
BRA,1963,,5.93,,2772.5799490463,,-8136.0,79164235.0
BRA,1964,,5.818,,2785.07443212682,,-8146.0,81488595.0
BRA,1965,,5.677,,2772.67176390786,,-8824.0,83817583.0
BRA,1966,,5.516,,2878.69979349639,,-9317.0,86139359.0
BRA,1967,,5.336,,2921.3724263796,,-10033.0,88446124.0
BRA,1968,,5.165,,3126.53548183139,,-8856.0,90741240.0
BRA,1969,,5.041,,3338.76247436022,,-7763.0,93045777.0
BRA,1970,,4.934,,3595.95086280878,,-18779.0,95375651.0
BRA,1971,,4.838,,3907.01225977893,,-23421.0,97739273.0
BRA,1972,,4.735,,4268.38384697753,,-23584.0,100146797.0
BRA,1973,,4.638,,4748.26246385619,,-24071.0,102600976.0
BRA,1974,,4.502,,5013.81724730208,,-24093.0,105089675.0
BRA,1975,,4.415,,5148.9106187339,,-25499.0,107619565.0
BRA,1976,,4.339,,5543.43637942576,,-20612.0,110213349.0
BRA,1977,,4.267,,5679.78590996985,,-19478.0,112875292.0
BRA,1978,,4.195,,5821.49131249962,,-23416.0,115600942.0
BRA,1979,,4.12,,6069.05474310333,,-32503.0,118380821.0
BRA,1980,,4.037,,6472.85214591952,,-38918.0,121207461.0
BRA,1981,,3.943,,6055.09781428103,57.9,-65971.0,124063109.0
BRA,1982,,3.838,,5967.77899586532,58.4,-90766.0,126923155.0
BRA,1983,,3.723,,5664.96368501244,58.9,-76322.0,129790077.0
BRA,1984,,3.6,,5841.74986464143,58.3,-70035.0,132658864.0
BRA,1985,,3.48,,6167.51343658643,55.5,-60879.0,135515595.0
BRA,1986,,3.361,,6494.28087914562,58.4,-90973.0,138336370.0
BRA,1987,,3.232,,6591.60882870649,59.6,-77800.0,141104944.0
BRA,1988,,3.112,,6463.00545238554,61.4,-72825.0,143826357.0
BRA,1989,,3.007,,6545.42575572846,63.2,-60023.0,146502972.0
BRA,1990,,2.896,44.417,6149.86788926381,60.5,-30555.0,149143223.0
BRA,1991,60.258,2.805,44.487,6107.64883675747,,-66600.0,151724256.0
BRA,1992,60.377,2.71,45.604,5973.98285622586,53.1,14394.0,154275079.0
BRA,1993,61.293,2.66,46.718,6167.46092178931,60.1,-69070.0,156794577.0
BRA,1994,61.147,2.603,47.821,6427.16901943704,,-68961.0,159265006.0
BRA,1995,61.006,2.567,48.916,6596.33572674819,59.5,-69963.0,161735073.0
BRA,1996,58.811,2.511,47.676,6640.7270065575,59.8,-71943.0,164202549.0
BRA,1997,58.954,2.468,48.677,6764.85842091319,59.8,-72392.0,166661659.0
BRA,1998,58.332,2.418,49.48,6687.49523550242,59.6,21666.0,169159655.0
BRA,1999,58.297,2.335,50.801,6621.63676249539,59.0,-23497.0,171641543.0
BRA,2000,58.641,2.247,51.851,6817.784240857,,-45800.0,174018282.0
BRA,2001,59.002,2.162,52.957,6823.03396999891,58.4,-51600.0,176301203.0
BRA,2002,59.849,2.081,54.57,6944.62337495755,58.1,-42008.0,178503484.0
BRA,2003,59.427,2.006,54.776,6941.4404574508,57.6,-55350.0,180622688.0
BRA,2004,60.579,1.973,55.643,7258.78185165912,56.5,-76661.0,182675143.0
BRA,2005,60.87,1.942,56.859,7409.56913232718,56.3,-88868.0,184688101.0
BRA,2006,61.143,1.896,56.546,7622.04007133264,55.6,-90634.0,186653106.0
BRA,2007,61.05,1.854,56.286,8003.25413096047,54.9,-107481.0,188552320.0
BRA,2008,61.619,1.815,56.039,8330.76459841304,54.0,-141056.0,190367302.0
BRA,2009,61.052,1.799,56.566,8246.09706995094,53.7,-220207.0,192079951.0
BRA,2010,60.574,1.786,55.049,8792.63436120342,,-261539.0,193701929.0
BRA,2011,59.955,1.777,53.517,9067.99316348047,52.9,-235860.0,195284734.0
BRA,2012,59.739,1.766,52.873,9167.49923929815,53.4,-179707.0,196876111.0
BRA,2013,59.766,1.761,52.826,9366.73932434359,52.7,-157228.0,198478299.0
BRA,2014,59.714,1.775,52.714,9338.34278278114,52.0,-145732.0,200085127.0
BRA,2015,58.787,1.777,53.323,8936.19661712113,51.9,-173611.0,201675532.0
BRA,2016,56.845,1.727,53.522,8577.84376650911,53.4,-92989.0,203218114.0
BRA,2017,56.271,1.74,54.353,8628.25308908043,53.3,-156296.0,204703445.0
BRA,2018,56.549,1.744,54.581,8722.33630317935,53.9,-230334.0,206107261.0
BRA,2019,57.142,1.705,55.306,8771.44051292177,53.5,-129216.0,207455459.0
BRA,2020,52.195,1.653,50.338,8435.01143254978,48.9,-78437.0,208660842.0
BRA,2021,54.238,1.638,52.482,8799.22945810901,52.9,-208581.0,209550294.0
BRA,2022,57.663,1.629,53.864,9032.08481566299,52.0,-253639.0,210306415.0
BRA,2023,57.915,1.619,53.205,9288.02701470069,51.6,-240059.0,211140729.0
BRA,2024,57.917,,53.03,9564.57607719223,,-225510.0,211998573.0
CAN,1960,,3.811,,15432.4717490557,,49694.0,17909356.0
CAN,1961,,3.753,,15605.523188594,,34721.0,18271000.0
CAN,1962,,3.681,,16455.7535452389,,35373.0,18614000.0
CAN,1963,,3.607,,17007.690713787,,51831.0,18964000.0
CAN,1964,,3.456,,17800.8641385665,,68003.0,19325000.0
CAN,1965,,3.115,,18585.88144194,,112401.0,19678000.0
CAN,1966,,2.749,,19476.027074606,,144641.0,20048000.0
CAN,1967,,2.528,,19715.0936501258,,132856.0,20412000.0
CAN,1968,,2.386,,20371.1440869411,,108864.0,20744000.0
CAN,1969,,2.334,,21114.2870593259,,93600.0,21028000.0
CAN,1970,,2.258,,21428.9091307708,,304627.0,21324000.0
CAN,1971,,2.141,,21642.5407846389,37.2,210244.0,21962032.0
CAN,1972,,1.98,,22573.5662893211,,89880.0,22218463.0
CAN,1973,,1.89,,23799.695529436,34.9,125401.0,22491777.0
CAN,1974,,1.837,,24257.8168034862,,155596.0,22807969.0
CAN,1975,,1.824,,24275.8127510644,34.1,139797.0,23143275.0
CAN,1976,,1.796,,25369.4634351839,,106894.0,23449808.0
CAN,1977,,1.782,,25960.6392016614,33.7,70339.0,23725843.0
CAN,1978,,1.768,,26663.7706981097,,52781.0,23963203.0
CAN,1979,,1.754,,27384.6779329775,33.5,86719.0,24201544.0
CAN,1980,,1.74,,27622.3734030629,,122743.0,24515667.0
CAN,1981,,1.7,,28215.530855259,33.0,113461.0,24819915.0
CAN,1982,,1.69,,26999.079084851,32.9,89544.0,25116942.0
CAN,1983,,1.68,,27418.4916111044,,66172.0,25366451.0
CAN,1984,,1.65,,28762.9722015849,33.5,55982.0,25607053.0
CAN,1985,,1.67,,29851.6432940057,33.2,69776.0,25842116.0
CAN,1986,,1.675,,30183.4087940958,31.7,121928.0,26100278.0
CAN,1987,,1.68,,31001.1298465676,31.7,171308.0,26446601.0
CAN,1988,,1.68,,31951.5504658265,31.2,238003.0,26791747.0
CAN,1989,,1.77,,32116.9233234971,31.0,258094.0,27276781.0
CAN,1990,,1.83,57.884,31700.5462613508,31.4,181461.0,27691138.0
CAN,1991,59.395,1.72,57.826,30654.3331550624,31.9,134463.0,28037420.0
CAN,1992,57.989,1.71,57.202,30563.3788132238,31.6,138121.0,28371264.0
CAN,1993,57.548,1.69,57.009,31032.7546058282,31.7,133426.0,28684764.0
CAN,1994,58.02,1.69,56.856,32074.1562636226,31.3,134863.0,29000663.0
CAN,1995,58.293,1.67,56.808,32595.4515150443,31.5,141818.0,29302311.0
CAN,1996,58.046,1.63,56.769,32801.3018574024,32.8,154553.0,29610218.0
CAN,1997,58.558,1.57,57.086,33867.0079071879,33.1,144678.0,29905948.0
CAN,1998,59.317,1.56,57.674,34894.6134264056,33.2,142346.0,30155173.0
CAN,1999,60.138,1.55,58.201,36391.535343959,33.1,158342.0,30401286.0
CAN,2000,60.832,1.51,58.669,37906.8601321366,33.4,201727.0,30685730.0
CAN,2001,60.69,1.54,58.978,38200.456120621,33.6,222100.0,31020855.0
CAN,2002,61.298,1.52,60.159,38921.6673033743,33.6,208060.0,31359199.0
CAN,2003,62.028,1.55,61.174,39270.0234577749,33.8,185643.0,31642461.0
CAN,2004,62.239,1.56,61.293,40108.7587456658,33.8,194611.0,31938807.0
CAN,2005,62.221,1.58,60.992,41006.2229523971,33.6,204526.0,32242732.0
CAN,2006,62.495,1.63,61.268,41663.5123057295,34.1,202175.0,32571193.0
CAN,2007,62.978,1.67,61.769,42106.8724378248,33.8,213801.0,32888886.0
CAN,2008,63.041,1.7,61.9,42067.5687072607,33.9,238083.0,33247298.0
CAN,2009,61.288,1.69,61.889,40376.4153847836,34.0,244463.0,33630069.0
CAN,2010,61.275,1.65,61.867,41164.3399119626,33.6,225369.0,34005902.0
CAN,2011,61.508,1.63,61.643,42043.6419795513,32.7,227075.0,34339221.0
CAN,2012,61.638,1.63,61.73,42320.6431330726,33.5,243748.0,34713395.0
CAN,2013,61.788,1.61,61.816,42851.170527104,33.8,239813.0,35080992.0
CAN,2014,61.385,1.61,61.204,43643.2356440047,33.2,192884.0,35434066.0
CAN,2015,61.311,1.6,60.969,43594.1941045394,33.7,224332.0,35704498.0
CAN,2016,61.018,1.59,60.879,43551.3425975115,32.7,329455.0,36110803.0
CAN,2017,61.564,1.55,61.072,44339.3886689254,33.3,372685.0,36545075.0
CAN,2018,61.721,1.51,60.965,44907.3436912123,32.5,420224.0,37072620.0
CAN,2019,62.065,1.47,61.253,45100.2915069262,31.7,387685.0,37618495.0
CAN,2020,57.907,1.41,59.379,42366.1285377884,29.9,256592.0,38028638.0
CAN,2021,60.288,1.44,60.635,44639.193269037,31.1,198867.0,38239864.0
CAN,2022,61.802,1.33,61.049,45677.686578804,,459988.0,38935934.0
CAN,2023,61.822,1.26,61.134,45048.2842408265,,433842.0,40083484.0
CAN,2024,61.036,,61.033,44401.7153908386,,368599.0,41288599.0
CHN,1960,,4.451,,241.38865640518,,-16927.0,667070000.0
CHN,1961,,3.863,,177.353933927811,,-25578.0,660330000.0
CHN,1962,,6.085,,166.089290187301,,-31305.0,665770000.0
CHN,1963,,7.513,,178.749038517739,,-31383.0,682335000.0
CHN,1964,,6.672,,206.39971909742,,-1250441.0,698355000.0
CHN,1965,,6.605,,235.704122134957,,-130900.0,715185000.0
CHN,1966,,6.307,,253.637443822626,,4165.0,735400000.0
CHN,1967,,5.806,,232.936829969655,,1246654.0,754550000.0
CHN,1968,,6.508,,217.629498896299,,-37290.0,774510000.0
CHN,1969,,6.175,,247.617408237114,,-72836.0,796025000.0
CHN,1970,,6.085,,287.360990977917,,-126510.0,818315000.0
CHN,1971,,5.523,,299.312840926518,,-180153.0,841105000.0
CHN,1972,,5.112,,303.174293759294,,-215650.0,862030000.0
CHN,1973,,4.726,,319.325276730838,,-214997.0,881940000.0
CHN,1974,,4.17,,320.021423931396,,-175239.0,900350000.0
CHN,1975,,3.571,,341.835493900954,,-115173.0,916395000.0
CHN,1976,,3.235,,331.302441675199,,-55109.0,930685000.0
CHN,1977,,2.844,,351.558278512051,,-15323.0,943455000.0
CHN,1978,,2.716,,386.173258026462,,-9916.0,956165000.0
CHN,1979,,2.745,,409.983402451709,,-13704.0,969005000.0
CHN,1980,,2.739,,436.591787138212,,-20129.0,981235000.0
CHN,1981,,2.792,,453.072706510383,28.2,-28016.0,993885000.0
CHN,1982,,2.972,,486.894420983869,,-36181.0,1008630000.0
CHN,1983,,2.559,,531.391311022454,,-43756.0,1023310000.0
CHN,1984,,2.607,,604.354027423819,27.1,-51961.0,1036825000.0
CHN,1985,,2.633,,676.279975098168,,-60929.0,1051040000.0
CHN,1986,,2.721,,725.829362656239,,-79190.0,1066790000.0
CHN,1987,,2.76,,797.34114295479,29.4,-169170.0,1084035000.0
CHN,1988,,2.539,,872.659353617186,,-282194.0,1101630000.0
CHN,1989,,2.52,,895.53052635227,,-313476.0,1118650000.0
CHN,1990,,2.514,73.09,917.270661782581,32.2,-11187.0,1135185000.0
CHN,1991,76.84,1.934,72.595,989.548540519036,,-544650.0,1150780000.0
CHN,1992,76.38,1.776,72.095,1117.27329480169,,-142985.0,1164970000.0
CHN,1993,75.663,1.691,71.589,1258.34946089635,33.9,-373316.0,1178440000.0
CHN,1994,75.027,1.628,71.079,1406.85845705008,,-723641.0,1191835000.0
CHN,1995,74.47,1.588,70.564,1545.19429404212,,-365986.0,1204855000.0
CHN,1996,73.891,1.554,70.043,1681.62743528935,35.2,-250750.0,1217550000.0
CHN,1997,73.315,1.527,69.518,1819.09789302268,,-279251.0,1230075000.0
CHN,1998,72.807,1.522,68.988,1944.43719705771,,-40472.0,1241935000.0
CHN,1999,72.293,1.53,68.453,2076.81812919622,38.7,-96102.0,1252735000.0
CHN,2000,71.771,1.628,67.913,2237.44298500334,,-62622.0,1262645000.0
CHN,2001,71.07,1.563,67.502,2405.89396743215,,-176419.0,1271850000.0
CHN,2002,70.444,1.566,67.088,2610.72960252379,42.0,-761291.0,1280400000.0
CHN,2003,69.891,1.57,66.67,2857.0373538115,,-613223.0,1288400000.0
CHN,2004,69.652,1.605,66.25,3127.86276523632,,-770977.0,1296075000.0
CHN,2005,69.323,1.624,65.826,3465.81734409951,40.9,-103701.0,1303720000.0
CHN,2006,69.078,1.644,65.4,3883.35412942474,,-759559.0,1311020000.0
CHN,2007,68.824,1.666,64.972,4409.75700836878,,-1042019.0,1317885000.0
CHN,2008,68.337,1.701,64.541,4811.47471804961,43.0,-764370.0,1324655000.0
CHN,2009,67.929,1.714,64.108,5237.76666540352,,-177135.0,1331260000.0
CHN,2010,67.746,1.687,63.672,5764.86534987407,43.7,-184144.0,1337705000.0
CHN,2011,67.636,1.668,63.654,6275.90956436258,42.4,-416189.0,1345035000.0
CHN,2012,67.185,1.798,63.318,6723.19443752823,42.2,-58864.0,1354190000.0
CHN,2013,66.751,1.714,63.001,7198.06876478162,39.7,-188951.0,1363240000.0
CHN,2014,66.425,1.769,62.797,7686.57792954381,39.2,-371108.0,1371860000.0
CHN,2015,66.078,1.67,62.571,8175.33285077393,38.6,-646941.0,1379860000.0
CHN,2016,65.739,1.772,62.286,8679.37704460133,38.5,-153056.0,1387790000.0
CHN,2017,65.295,1.795,61.911,9221.51403820573,39.1,-94625.0,1396215000.0
CHN,2018,64.887,1.539,61.533,9798.6528523316,38.5,-198206.0,1402760000.0
CHN,2019,64.307,1.496,61.248,10356.4804194995,38.2,-656091.0,1407745000.0
CHN,2020,62.678,1.236,59.908,10573.6420059282,37.1,-91577.0,1411100000.0
CHN,2021,64.056,1.117,61.181,11469.5707134928,35.7,-379749.0,1412360000.0
CHN,2022,62.523,1.034,59.894,11830.5983703496,36.0,-293846.0,1412175000.0
CHN,2023,62.756,0.999,59.948,12484.1578844175,,-567724.0,1410710000.0
CHN,2024,62.404,,59.562,13121.6769905565,,-318992.0,1408975000.0
DEU,1960,,2.37,,12600.3273992412,,212666.0,72814900.0
DEU,1961,,2.45,,13041.1594720849,,27534.0,73377632.0
DEU,1962,,2.44,,13524.6491075732,,276505.0,74025784.0
DEU,1963,,2.51,,13766.5355388815,,205976.0,74714353.0
DEU,1964,,2.54,,14562.8358894503,,69825.0,75318337.0
DEU,1965,,2.5,,15196.3266164578,,338258.0,75963695.0
DEU,1966,,2.53,,15493.8283796101,,134107.0,76600311.0
DEU,1967,,2.48,,15372.215013494,,-174155.0,76951336.0
DEU,1968,,2.38,,16171.5531455437,,293307.0,77294314.0
DEU,1969,,2.21,,17233.9697062465,,584017.0,77909682.0
DEU,1970,,2.03,,18053.2877696478,,-273498.0,78169289.0
DEU,1971,,1.92,,18584.7134179179,,450328.0,78312842.0
DEU,1972,,1.71,,19291.3926821626,,336015.0,78688452.0
DEU,1973,,1.54,,20149.4771457641,,386881.0,78936666.0
DEU,1974,,1.51,,20320.900896451,,-15126.0,78967433.0
DEU,1975,,1.45,,20220.0209844016,,-207740.0,78673554.0
